155402|Q4982038|http://data.europeana.eu/agent/base/155402|Francesco de Layolle
155403|Q782071|http://data.europeana.eu/agent/base/155403|Ronald L. Haeberle
155404|Q463708|http://data.europeana.eu/agent/base/155404|Ulysses Kay
155405|Q918605|http://data.europeana.eu/agent/base/155405|Herbert James Draper
155406|Q7416582|http://data.europeana.eu/agent/base/155406|Sandra Dawson
155407|Q7147126|http://data.europeana.eu/agent/base/155407|Patrick McCarthy (conductor)
155408|Q6461100|http://data.europeana.eu/agent/base/155408|La Banda Gorda
155409|Q262771|http://data.europeana.eu/agent/base/155409|Michael Wolgemut
155410|Q348875|http://data.europeana.eu/agent/base/155410|Jean-Marie Leclair
155411|Q7729264|http://data.europeana.eu/agent/base/155411|The DeCastro Sisters
155412|Q3518890|http://data.europeana.eu/agent/base/155412|Terry Cashman
155413|Q7494487|http://data.europeana.eu/agent/base/155413|Shepherd Sisters
155414|Q3809876|http://data.europeana.eu/agent/base/155414|Jon Schwartz (drummer)
155415|Q1173022|http://data.europeana.eu/agent/base/155415|Foolkiller
155416|Q75340|http://data.europeana.eu/agent/base/155416|Gerard Hoffnung
155417|Q1208572|http://data.europeana.eu/agent/base/155417|Saaya Irie
155418|Q1335788|http://data.europeana.eu/agent/base/155418|Red Krayola
155419|Q1691391|http://data.europeana.eu/agent/base/155419|Joe Dolan
155420|Q553825|http://data.europeana.eu/agent/base/155420|Moses I. Finley
155421|Q1398096|http://data.europeana.eu/agent/base/155421|Wimme Saari
155422|Q3076707|http://data.europeana.eu/agent/base/155422|Kose Kanaoka
155423|Q5280889|http://data.europeana.eu/agent/base/155423|Dirk West
155424|Q4758571|http://data.europeana.eu/agent/base/155424|Andrew Shives
155425|Q5342317|http://data.europeana.eu/agent/base/155425|Edward Clarke Cabot
155426|Q920901|http://data.europeana.eu/agent/base/155426|Wright Morris
155427|Q557704|http://data.europeana.eu/agent/base/155427|Rich Franklin
155428|Q1628039|http://data.europeana.eu/agent/base/155428|Utrecht Caravaggism
155429|Q1394971|http://data.europeana.eu/agent/base/155429|Kanda Bongo Man
155430|Q439109|http://data.europeana.eu/agent/base/155430|Guy Moon
155431|Q7819792|http://data.europeana.eu/agent/base/155431|Tommy Rall
155432|Q6943741|http://data.europeana.eu/agent/base/155432|Mutato Muzika
155433|Q4334890|http://data.europeana.eu/agent/base/155433|Thomas Webster (painter)
155434|Q331263|http://data.europeana.eu/agent/base/155434|Yiorgos Batis
155435|Q364498|http://data.europeana.eu/agent/base/155435|David d'Angers
155436|Q688304|http://data.europeana.eu/agent/base/155436|Urs Graf
155437|Q615713|http://data.europeana.eu/agent/base/155437|Nino Tempo
155438|Q339270|http://data.europeana.eu/agent/base/155438|Otto Marseus van Schrieck
155439|Q6180633|http://data.europeana.eu/agent/base/155439|Jere Allen
155440|Q2309478|http://data.europeana.eu/agent/base/155440|Nicholas Nixon
155441|Q963905|http://data.europeana.eu/agent/base/155441|Magnifico (musician)
155442|Q5282932|http://data.europeana.eu/agent/base/155442|Usha Khanna
155443|Q1356282|http://data.europeana.eu/agent/base/155443|Ernest Crofts
155444|Q448257|http://data.europeana.eu/agent/base/155444|Rob McConnell
155445|Q2829184|http://data.europeana.eu/agent/base/155445|Akwid
155446|Q2850105|http://data.europeana.eu/agent/base/155446|Anis Kachohi
155447|Q754549|http://data.europeana.eu/agent/base/155447|Aterciopelados
155448|Q6166816|http://data.europeana.eu/agent/base/155448|Jay Krush
155449|Q6305677|http://data.europeana.eu/agent/base/155449|Richard Danielpour
155450|Q465471|http://data.europeana.eu/agent/base/155450|Nikki DeLoach
155451|Q4717777|http://data.europeana.eu/agent/base/155451|Alex Seropian
155452|Q7815851|http://data.europeana.eu/agent/base/155452|Tom Frame
155453|Q7518215|http://data.europeana.eu/agent/base/155453|Simon Bainbridge
155454|Q2522513|http://data.europeana.eu/agent/base/155454|Duncan MacLeod
155455|Q7365269|http://data.europeana.eu/agent/base/155455|Ronald Senungetuk
155456|Q6147474|http://data.europeana.eu/agent/base/155456|Jamie Smith (cartoonist)
155457|Q5255249|http://data.europeana.eu/agent/base/155457|Olli Wisdom
155458|Q1143745|http://data.europeana.eu/agent/base/155458|Mono (Japanese band)
155459|Q3350235|http://data.europeana.eu/agent/base/155459|Quamrul Hassan
155460|Q3418010|http://data.europeana.eu/agent/base/155460|Rajna
155461|Q7175901|http://data.europeana.eu/agent/base/155461|Peter Mintun
155462|Q364017|http://data.europeana.eu/agent/base/155462|Robert Richardson (cinematographer)
155463|Q3295771|http://data.europeana.eu/agent/base/155463|Calpernia Addams
155464|Q966979|http://data.europeana.eu/agent/base/155464|David Torn
155466|Q275873|http://data.europeana.eu/agent/base/155466|Rusudan Goletiani
155467|Q6531118|http://data.europeana.eu/agent/base/155467|Leslie Sarony
155468|Q7131470|http://data.europeana.eu/agent/base/155468|Panoptica
155469|Q614867|http://data.europeana.eu/agent/base/155469|George Frederick Root
155470|Q444250|http://data.europeana.eu/agent/base/155470|Rebecca Holden
155471|Q440144|http://data.europeana.eu/agent/base/155471|Almira Skripchenko
155472|Q256671|http://data.europeana.eu/agent/base/155472|Miranda July
155473|Q87398|http://data.europeana.eu/agent/base/155473|Oskar Adler
155474|Q561047|http://data.europeana.eu/agent/base/155474|Peter Winter
155475|Q519899|http://data.europeana.eu/agent/base/155475|Roberta Kelly
155476|Q519404|http://data.europeana.eu/agent/base/155476|Carol Douglas
155477|Q1855369|http://data.europeana.eu/agent/base/155477|Michael Zager
155478|Q2832386|http://data.europeana.eu/agent/base/155478|Alec R. Costandinos
155479|Q166379|http://data.europeana.eu/agent/base/155479|Philip de Koninck
155480|Q63627|http://data.europeana.eu/agent/base/155480|Jan Wayne
155481|Q556728|http://data.europeana.eu/agent/base/155481|Gino Soccio
155482|Q5524558|http://data.europeana.eu/agent/base/155482|Gary's Gang
155483|Q5292169|http://data.europeana.eu/agent/base/155483|Don Armando
155484|Q798663|http://data.europeana.eu/agent/base/155484|John Foulds
155485|Q6125032|http://data.europeana.eu/agent/base/155485|Jake Tapper
155486|Q1527931|http://data.europeana.eu/agent/base/155486|The Whispers
155487|Q1347599|http://data.europeana.eu/agent/base/155487|Jan Siberechts
155488|Q8003505|http://data.europeana.eu/agent/base/155488|Willard Wigan
155489|Q6407648|http://data.europeana.eu/agent/base/155489|Killick Erik Hinds
155490|Q456222|http://data.europeana.eu/agent/base/155490|Madleen Kane
155491|Q3504678|http://data.europeana.eu/agent/base/155491|Nick Straker Band
155492|Q7320475|http://data.europeana.eu/agent/base/155492|Rhetta Hughes
155493|Q1429224|http://data.europeana.eu/agent/base/155493|Freeez
155494|Q7698282|http://data.europeana.eu/agent/base/155494|Temper (band)
155495|Q5094616|http://data.europeana.eu/agent/base/155495|Cheyne (singer)
155496|Q6179199|http://data.europeana.eu/agent/base/155496|Jenny Burton
155497|Q1655455|http://data.europeana.eu/agent/base/155497|Ian Bousfield
155498|Q5106924|http://data.europeana.eu/agent/base/155498|Chris Houlding
155499|Q773703|http://data.europeana.eu/agent/base/155499|Estopa
155500|Q7071704|http://data.europeana.eu/agent/base/155500|O'Chi Brown
155501|Q5269079|http://data.europeana.eu/agent/base/155501|Dhar Braxton
155502|Q3171456|http://data.europeana.eu/agent/base/155502|Jean Coulthard
155503|Q3484207|http://data.europeana.eu/agent/base/155503|Simon Bikindi
155504|Q3520048|http://data.europeana.eu/agent/base/155504|The Bodines
155505|Q7242267|http://data.europeana.eu/agent/base/155505|Pretty Poison
155506|Q5546919|http://data.europeana.eu/agent/base/155506|Georges William Thornley
155507|Q2197201|http://data.europeana.eu/agent/base/155507|Patrick Dahlheimer
155508|Q4742259|http://data.europeana.eu/agent/base/155508|Amelia Fowler
155509|Q5483146|http://data.europeana.eu/agent/base/155509|Francisco Arcellana
155510|Q446234|http://data.europeana.eu/agent/base/155510|Nia Peeples
155511|Q5917300|http://data.europeana.eu/agent/base/155511|Hovsep Pushman
155512|Q7372936|http://data.europeana.eu/agent/base/155512|Roy Henry
155513|Q2700058|http://data.europeana.eu/agent/base/155513|The Jets (band)
155514|Q1683758|http://data.europeana.eu/agent/base/155514|Kato Hideki
155515|Q7350475|http://data.europeana.eu/agent/base/155515|Robert Trias
155516|Q5501809|http://data.europeana.eu/agent/base/155516|French Kicks
155517|Q5537759|http://data.europeana.eu/agent/base/155517|George Cattermole
155518|Q6834364|http://data.europeana.eu/agent/base/155518|Michael Sheridan (musician)
155519|Q269410|http://data.europeana.eu/agent/base/155519|Nadezhda Kosintseva
155520|Q348765|http://data.europeana.eu/agent/base/155520|Adam Berry
155521|Q357579|http://data.europeana.eu/agent/base/155521|Richie Powell
155522|Q16012327|http://data.europeana.eu/agent/base/155522|J.D. Robb
155523|Q5494866|http://data.europeana.eu/agent/base/155523|Fred Conlon
155524|Q7146264|http://data.europeana.eu/agent/base/155524|Patrick Conlon (artist)
155525|Q3517940|http://data.europeana.eu/agent/base/155525|Ten City
155526|Q313275|http://data.europeana.eu/agent/base/155526|Boris Kustodiev
155527|Q5300654|http://data.europeana.eu/agent/base/155527|Doug Lazy
155528|Q5207093|http://data.europeana.eu/agent/base/155528|D Mob
155529|Q507618|http://data.europeana.eu/agent/base/155529|Lil Louis
155530|Q432748|http://data.europeana.eu/agent/base/155530|Rani Hamid
155531|Q5136536|http://data.europeana.eu/agent/base/155531|Clubland (band)
155532|Q80233|http://data.europeana.eu/agent/base/155532|Lonnie Gordon
155533|Q928673|http://data.europeana.eu/agent/base/155533|Stochelo Rosenberg
155534|Q3364484|http://data.europeana.eu/agent/base/155534|Johannes Wiedewelt
155535|Q545024|http://data.europeana.eu/agent/base/155535|Pietro Della Valle
155536|Q5251603|http://data.europeana.eu/agent/base/155536|Definition of Sound
155537|Q2654878|http://data.europeana.eu/agent/base/155537|Kathy Sledge
155538|Q2604669|http://data.europeana.eu/agent/base/155538|Henri de Braekeleer
155539|Q5431157|http://data.europeana.eu/agent/base/155539|Faith Brown
155540|Q3171213|http://data.europeana.eu/agent/base/155540|Jean Chamoux
